starttime	seconds	ctime	dtime	ttime	wait
Wed Dec 06 18:35:57 2023	1701916557	11	17	28	16
Wed Dec 06 18:35:52 2023	1701916552	10	17	28	17
Wed Dec 06 18:35:46 2023	1701916546	12	16	28	11
Wed Dec 06 18:36:03 2023	1701916563	10	17	28	14
Wed Dec 06 18:36:05 2023	1701916565	8	19	28	17
Wed Dec 06 18:36:01 2023	1701916561	10	18	28	15
Wed Dec 06 18:36:07 2023	1701916567	13	15	28	12
Wed Dec 06 18:35:50 2023	1701916550	10	18	28	18
Wed Dec 06 18:35:59 2023	1701916559	10	18	28	18
Wed Dec 06 18:35:41 2023	1701916541	8	19	28	19
Wed Dec 06 18:35:39 2023	1701916539	8	19	28	18
Wed Dec 06 18:35:59 2023	1701916559	13	14	28	14
Wed Dec 06 18:35:57 2023	1701916557	8	20	28	18
Wed Dec 06 18:36:00 2023	1701916560	9	18	28	11
Wed Dec 06 18:35:32 2023	1701916532	14	14	28	12
Wed Dec 06 18:36:01 2023	1701916561	7	20	28	19
Wed Dec 06 18:35:57 2023	1701916557	8	19	28	17
Wed Dec 06 18:35:36 2023	1701916536	9	19	28	14
Wed Dec 06 18:35:52 2023	1701916552	10	17	28	17
Wed Dec 06 18:36:01 2023	1701916561	15	13	28	12
Wed Dec 06 18:36:05 2023	1701916565	12	16	28	15
Wed Dec 06 18:36:04 2023	1701916564	16	12	28	7
Wed Dec 06 18:35:35 2023	1701916535	8	20	28	18
Wed Dec 06 18:35:32 2023	1701916532	9	18	28	18
Wed Dec 06 18:35:35 2023	1701916535	8	20	28	19
Wed Dec 06 18:35:44 2023	1701916544	12	16	28	16
Wed Dec 06 18:35:53 2023	1701916553	9	19	28	14
Wed Dec 06 18:36:02 2023	1701916562	16	11	28	10
Wed Dec 06 18:35:41 2023	1701916541	15	12	28	12
Wed Dec 06 18:36:00 2023	1701916560	11	16	28	16
Wed Dec 06 18:36:07 2023	1701916567	13	15	28	12
Wed Dec 06 18:35:39 2023	1701916539	13	15	28	13
Wed Dec 06 18:35:31 2023	1701916531	9	19	28	18
Wed Dec 06 18:35:55 2023	1701916555	14	13	28	11
Wed Dec 06 18:35:45 2023	1701916545	10	18	28	11
Wed Dec 06 18:35:46 2023	1701916546	13	15	28	11
Wed Dec 06 18:35:44 2023	1701916544	11	17	28	17
Wed Dec 06 18:35:50 2023	1701916550	11	16	28	12
Wed Dec 06 18:36:00 2023	1701916560	11	16	28	16
Wed Dec 06 18:35:31 2023	1701916531	9	19	28	18
Wed Dec 06 18:35:38 2023	1701916538	12	15	28	11
Wed Dec 06 18:35:51 2023	1701916551	8	20	28	15
Wed Dec 06 18:35:36 2023	1701916536	10	18	28	15
Wed Dec 06 18:35:44 2023	1701916544	14	14	28	14
Wed Dec 06 18:35:57 2023	1701916557	12	15	28	15
Wed Dec 06 18:36:08 2023	1701916568	9	19	28	17
Wed Dec 06 18:36:08 2023	1701916568	9	19	28	14
Wed Dec 06 18:35:46 2023	1701916546	11	17	28	15
Wed Dec 06 18:35:46 2023	1701916546	13	15	28	11
Wed Dec 06 18:36:08 2023	1701916568	10	18	28	12
Wed Dec 06 18:36:08 2023	1701916568	11	17	28	12
Wed Dec 06 18:36:02 2023	1701916562	12	16	28	13
Wed Dec 06 18:35:56 2023	1701916556	14	13	28	9
Wed Dec 06 18:35:39 2023	1701916539	9	18	28	18
Wed Dec 06 18:35:36 2023	1701916536	12	15	28	12
Wed Dec 06 18:35:58 2023	1701916558	12	15	28	14
Wed Dec 06 18:35:39 2023	1701916539	9	18	28	18
Wed Dec 06 18:35:57 2023	1701916557	12	15	28	15
Wed Dec 06 18:35:46 2023	1701916546	11	16	28	10
Wed Dec 06 18:35:34 2023	1701916534	10	18	28	11
Wed Dec 06 18:35:35 2023	1701916535	8	20	28	18
Wed Dec 06 18:35:32 2023	1701916532	9	19	28	11
Wed Dec 06 18:35:35 2023	1701916535	8	20	28	14
Wed Dec 06 18:35:45 2023	1701916545	10	18	28	13
Wed Dec 06 18:35:41 2023	1701916541	15	12	28	12
Wed Dec 06 18:36:02 2023	1701916562	12	16	28	15
Wed Dec 06 18:35:45 2023	1701916545	10	18	28	11
Wed Dec 06 18:36:02 2023	1701916562	10	18	28	14
Wed Dec 06 18:35:37 2023	1701916537	12	16	28	13
Wed Dec 06 18:35:56 2023	1701916556	10	17	28	15
Wed Dec 06 18:36:08 2023	1701916568	12	16	28	13
Wed Dec 06 18:36:04 2023	1701916564	13	15	28	11
Wed Dec 06 18:35:57 2023	1701916557	9	19	28	18
Wed Dec 06 18:35:41 2023	1701916541	10	18	28	15
Wed Dec 06 18:36:03 2023	1701916563	10	17	28	16
Wed Dec 06 18:35:52 2023	1701916552	11	17	28	17
Wed Dec 06 18:35:43 2023	1701916543	9	18	28	17
Wed Dec 06 18:36:02 2023	1701916562	12	16	28	15
Wed Dec 06 18:35:36 2023	1701916536	9	18	28	18
Wed Dec 06 18:35:56 2023	1701916556	12	16	28	13
Wed Dec 06 18:35:46 2023	1701916546	13	15	28	13
Wed Dec 06 18:35:43 2023	1701916543	9	18	28	17
Wed Dec 06 18:35:56 2023	1701916556	12	16	28	14
Wed Dec 06 18:35:41 2023	1701916541	8	19	28	19
Wed Dec 06 18:35:36 2023	1701916536	9	19	28	16
Wed Dec 06 18:35:58 2023	1701916558	12	16	28	11
Wed Dec 06 18:35:58 2023	1701916558	9	18	28	15
Wed Dec 06 18:35:37 2023	1701916537	19	9	28	9
Wed Dec 06 18:36:04 2023	1701916564	11	17	28	14
Wed Dec 06 18:36:08 2023	1701916568	13	15	28	15
Wed Dec 06 18:35:31 2023	1701916531	10	18	28	17
Wed Dec 06 18:35:57 2023	1701916557	8	20	28	19
Wed Dec 06 18:35:59 2023	1701916559	9	18	28	13
Wed Dec 06 18:35:55 2023	1701916555	13	14	28	14
Wed Dec 06 18:35:41 2023	1701916541	8	19	28	19
Wed Dec 06 18:35:55 2023	1701916555	11	17	28	14
Wed Dec 06 18:36:02 2023	1701916562	10	17	28	13
Wed Dec 06 18:35:47 2023	1701916547	11	16	28	9
Wed Dec 06 18:35:41 2023	1701916541	10	18	28	15
Wed Dec 06 18:35:46 2023	1701916546	11	16	28	15
Wed Dec 06 18:36:03 2023	1701916563	8	20	28	18
Wed Dec 06 18:35:56 2023	1701916556	14	14	28	10
Wed Dec 06 18:36:02 2023	1701916562	11	17	28	15
Wed Dec 06 18:35:32 2023	1701916532	9	19	28	17
Wed Dec 06 18:36:00 2023	1701916560	14	14	28	10
Wed Dec 06 18:35:54 2023	1701916554	11	16	28	16
Wed Dec 06 18:36:06 2023	1701916566	9	19	28	18
Wed Dec 06 18:35:36 2023	1701916536	10	18	28	18
Wed Dec 06 18:35:53 2023	1701916553	13	15	28	14
Wed Dec 06 18:35:54 2023	1701916554	8	19	28	15
Wed Dec 06 18:35:51 2023	1701916551	9	18	28	15
Wed Dec 06 18:36:00 2023	1701916560	9	19	28	13
Wed Dec 06 18:35:50 2023	1701916550	11	16	28	15
Wed Dec 06 18:35:50 2023	1701916550	12	16	28	11
Wed Dec 06 18:35:45 2023	1701916545	12	16	28	11
Wed Dec 06 18:35:59 2023	1701916559	9	19	28	12
Wed Dec 06 18:35:50 2023	1701916550	12	16	28	14
Wed Dec 06 18:35:50 2023	1701916550	15	13	28	13
Wed Dec 06 18:36:08 2023	1701916568	8	19	28	19
Wed Dec 06 18:36:01 2023	1701916561	11	17	28	12
Wed Dec 06 18:36:03 2023	1701916563	16	12	28	12
Wed Dec 06 18:35:39 2023	1701916539	10	18	28	18
Wed Dec 06 18:35:36 2023	1701916536	10	18	28	15
Wed Dec 06 18:35:53 2023	1701916553	12	15	28	9
Wed Dec 06 18:35:33 2023	1701916533	10	18	28	17
Wed Dec 06 18:35:45 2023	1701916545	9	18	28	12
Wed Dec 06 18:35:48 2023	1701916548	12	16	28	13
Wed Dec 06 18:36:08 2023	1701916568	9	19	28	17
Wed Dec 06 18:35:31 2023	1701916531	13	15	28	13
Wed Dec 06 18:35:32 2023	1701916532	8	20	28	17
Wed Dec 06 18:35:32 2023	1701916532	15	12	28	10
Wed Dec 06 18:36:02 2023	1701916562	11	17	28	11
Wed Dec 06 18:35:33 2023	1701916533	12	16	28	15
Wed Dec 06 18:35:48 2023	1701916548	12	16	28	13
Wed Dec 06 18:36:03 2023	1701916563	7	20	28	17
Wed Dec 06 18:35:30 2023	1701916530	7	20	28	20
Wed Dec 06 18:35:56 2023	1701916556	16	12	28	12
Wed Dec 06 18:35:46 2023	1701916546	8	20	28	19
Wed Dec 06 18:35:46 2023	1701916546	13	15	28	15
Wed Dec 06 18:36:03 2023	1701916563	9	18	28	11
Wed Dec 06 18:36:00 2023	1701916560	12	16	28	16
Wed Dec 06 18:35:56 2023	1701916556	17	10	28	10
Wed Dec 06 18:35:36 2023	1701916536	12	15	28	12
Wed Dec 06 18:35:33 2023	1701916533	12	15	28	13
Wed Dec 06 18:36:01 2023	1701916561	11	17	28	12
Wed Dec 06 18:35:43 2023	1701916543	12	16	28	12
Wed Dec 06 18:36:03 2023	1701916563	10	18	28	18
Wed Dec 06 18:35:44 2023	1701916544	12	16	28	9
Wed Dec 06 18:35:33 2023	1701916533	10	18	28	16
Wed Dec 06 18:35:40 2023	1701916540	9	18	28	17
Wed Dec 06 18:35:48 2023	1701916548	12	15	28	9
Wed Dec 06 18:35:38 2023	1701916538	13	15	28	13
Wed Dec 06 18:35:38 2023	1701916538	10	17	28	15
Wed Dec 06 18:35:38 2023	1701916538	9	19	28	18
Wed Dec 06 18:35:56 2023	1701916556	12	15	28	13
Wed Dec 06 18:35:42 2023	1701916542	14	13	28	13
Wed Dec 06 18:35:53 2023	1701916553	9	19	28	15
Wed Dec 06 18:35:32 2023	1701916532	8	20	28	17
Wed Dec 06 18:36:02 2023	1701916562	12	16	28	13
